pop_size,generations,selection,crossover,mutation,cx_rate,mut_rate,elitism_percent,runs,early_stop_gens,delta,avg_fitness,max_fitness,avg_generations,max_generations,std_fitness,std_generations,best_solution,fitness_progress
10,50,ranking,table_preserve,inversion,0.9,0.8,0.0,3,3,250,67166.66666666667,73600.0,11.666666666666666,16,4629.134788369084,5.436502143433364,"[[48, 0, 19, 18, 16, 41, 4, 1], [53, 21, 24, 23, 17, 27, 55, 54], [25, 5, 44, 45, 34, 57, 56, 26], [2, 51, 36, 50, 33, 35, 12, 10], [3, 42, 59, 37, 31, 43, 28, 40], [46, 11, 47, 63, 6, 8, 15, 38], [49, 14, 60, 61, 20, 29, 9, 7], [62, 13, 32, 30, 39, 52, 22, 58]]","[49500.0, 54100.0, 53966.666666666664, 55033.333333333336, 58166.666666666664, 58566.666666666664, 59300.0, 61633.333333333336, 63433.333333333336, 60900.0, 64100.0, 64033.333333333336, 65166.666666666664, 67166.66666666667, 67166.66666666667]"
10,50,boltzmann,greedy_merge,inversion,0.5,0.9,0.05,3,3,250,67166.66666666667,76000.0,10.0,13,7622.04405363519,2.943920288775949,"[[60, 61, 52, 55, 35, 58, 19, 25], [37, 0, 38, 17, 43, 36, 1, 59], [28, 9, 18, 29, 30, 41, 34, 20], [42, 56, 14, 39, 3, 2, 12, 40], [26, 53, 48, 27, 44, 13, 32, 45], [16, 23, 57, 5, 4, 51, 50, 63], [54, 15, 8, 49, 31, 7, 22, 6], [11, 47, 62, 10, 33, 24, 21, 46]]","[42400.0, 46300.0, 51100.0, 55433.333333333336, 56633.333333333336, 58100.0, 58100.0, 58766.666666666664, 66233.33333333333, 66233.33333333333, 67166.66666666667, 67166.66666666667]"
100,100,tournament,greedy_merge,inversion,0.7,0.6,0.05,30,3,250,66976.66666666667,87400.0,9.333333333333334,22,8222.63880326072,4.157990967870047,"[[17, 16, 22, 5, 18, 0, 1, 15], [27, 2, 3, 51, 59, 28, 41, 63], [7, 61, 6, 25, 60, 8, 36, 9], [11, 55, 62, 54, 21, 29, 53, 26], [23, 52, 38, 39, 34, 42, 24, 40], [31, 57, 48, 13, 45, 32, 20, 30], [37, 19, 49, 43, 14, 35, 12, 10], [44, 46, 50, 47, 56, 4, 33, 58]]","[47963.333333333336, 51020.0, 53946.666666666664, 56163.333333333336, 58160.0, 59836.666666666664, 62466.666666666664, 62993.333333333336, 64456.666666666664, 65183.333333333336, 66026.66666666667, 66146.66666666667, 66363.33333333333, 66423.33333333333, 66516.66666666667, 66716.66666666667, 66743.33333333333, 66763.33333333333, 66876.66666666667, 66976.66666666667, 66976.66666666667]"
10,50,tournament,table_preserve,inversion,0.9,0.7,0.05,3,3,250,66900.0,73800.0,12.333333333333334,17,5001.99960015992,3.39934634239519,"[[21, 9, 7, 5, 1, 0, 6, 17], [42, 29, 40, 56, 13, 41, 45, 39], [27, 11, 38, 10, 30, 37, 43, 25], [12, 4, 50, 59, 16, 2, 19, 20], [32, 57, 60, 31, 15, 46, 54, 61], [24, 48, 26, 62, 33, 22, 34, 35], [3, 23, 63, 18, 47, 55, 44, 58], [52, 36, 8, 28, 14, 53, 49, 51]]","[46400.0, 48200.0, 49333.333333333336, 53800.0, 55133.333333333336, 57966.666666666664, 60900.0, 63833.333333333336, 63833.333333333336, 64233.333333333336, 64233.333333333336, 64366.666666666664, 65500.0, 65500.0, 66900.0, 66900.0]"
100,100,tournament,greedy_merge,inversion,0.7,0.6,0.0,30,3,250,66800.0,80600.0,20.433333333333334,79,6797.940864703076,17.141923916397353,"[[17, 5, 16, 26, 25, 27, 7, 15], [46, 55, 47, 6, 8, 54, 36, 50], [42, 57, 51, 43, 37, 61, 13, 59], [35, 33, 24, 23, 31, 41, 34, 45], [40, 48, 52, 56, 53, 22, 38, 39], [28, 11, 10, 2, 4, 44, 18, 29], [62, 1, 0, 21, 30, 63, 20, 19], [3, 49, 58, 60, 32, 9, 12, 14]]","[48236.666666666664, 50546.666666666664, 52990.0, 55080.0, 56893.333333333336, 58413.333333333336, 60116.666666666664, 60396.666666666664, 60373.333333333336, 62090.0, 62486.666666666664, 63306.666666666664, 63863.333333333336, 64833.333333333336, 64710.0, 65116.666666666664, 65306.666666666664, 65516.666666666664, 66606.66666666667, 66476.66666666667, 66280.0, 66653.33333333333, 66593.33333333333, 66623.33333333333, 66723.33333333333, 66343.33333333333, 66400.0, 66133.33333333333, 66253.33333333333, 66660.0, 66793.33333333333, 66233.33333333333, 66276.66666666667, 65850.0, 66146.66666666667, 66086.66666666667, 66493.33333333333, 66680.0, 66560.0, 66480.0, 66300.0, 66273.33333333333, 66546.66666666667, 66380.0, 66246.66666666667, 66513.33333333333, 66526.66666666667, 66433.33333333333, 66620.0, 66620.0, 66633.33333333333, 66660.0, 66360.0, 66340.0, 66420.0, 66480.0, 66706.66666666667, 66640.0, 66826.66666666667, 66713.33333333333, 66570.0, 66516.66666666667, 66706.66666666667, 66806.66666666667, 66886.66666666667, 66680.0, 66826.66666666667, 67093.33333333333, 66833.33333333333, 66893.33333333333, 66893.33333333333, 66873.33333333333, 66846.66666666667, 66973.33333333333, 66793.33333333333, 66920.0, 66793.33333333333, 66800.0]"
100,100,tournament,greedy_merge,inversion,0.6,0.7,0.05,30,3,250,66686.66666666667,84000.0,9.033333333333331,20,8563.283378600889,4.285505285909183,"[[62, 35, 34, 47, 32, 46, 49, 17], [26, 19, 57, 16, 15, 20, 41, 18], [4, 52, 38, 50, 43, 51, 30, 28], [22, 48, 24, 5, 59, 53, 33, 23], [3, 21, 9, 6, 7, 8, 40, 36], [13, 54, 39, 42, 55, 60, 63, 61], [14, 11, 37, 0, 2, 1, 58, 45], [31, 25, 12, 10, 56, 29, 44, 27]]","[47480.0, 50733.333333333336, 54336.666666666664, 57003.333333333336, 59196.666666666664, 61030.0, 63026.666666666664, 63526.666666666664, 64010.0, 65163.333333333336, 65493.333333333336, 65566.66666666667, 66186.66666666667, 66273.33333333333, 66273.33333333333, 66380.0, 66540.0, 66680.0, 66686.66666666667]"
10,50,ranking,table_preserve,inversion,0.6,0.7,0.05,3,3,250,66466.66666666667,71400.0,16.666666666666668,23,5622.178304615471,6.944222218666553,"[[36, 5, 1, 26, 27, 25, 0, 15], [14, 18, 63, 28, 12, 20, 8, 13], [49, 37, 31, 57, 43, 33, 32, 9], [16, 46, 40, 62, 60, 47, 7, 45], [53, 51, 29, 24, 55, 23, 34, 42], [22, 54, 39, 48, 10, 58, 56, 11], [2, 41, 35, 6, 52, 50, 38, 44], [19, 17, 59, 30, 3, 4, 61, 21]]","[40633.333333333336, 47766.666666666664, 51733.333333333336, 53266.666666666664, 55400.0, 57466.666666666664, 58800.0, 61133.333333333336, 60066.666666666664, 60866.666666666664, 62333.333333333336, 62333.333333333336, 63200.0, 61800.0, 64266.666666666664, 65466.666666666664, 65733.33333333333, 66200.0, 66866.66666666667, 66866.66666666667, 66466.66666666667, 66466.66666666667]"
10,50,tournament,table_preserve,inversion,0.9,0.7,0.0,3,3,250,66300.0,69400.0,13.333333333333334,15,3379.3490497431603,2.357022603955158,"[[36, 1, 49, 60, 22, 14, 15, 0], [13, 11, 23, 4, 35, 47, 12, 10], [28, 19, 57, 26, 25, 46, 27, 29], [21, 51, 55, 59, 54, 9, 30, 50], [2, 7, 40, 3, 56, 16, 18, 24], [32, 8, 39, 20, 31, 38, 58, 53], [42, 61, 17, 5, 34, 62, 63, 44], [48, 52, 43, 41, 33, 6, 45, 37]]","[45966.666666666664, 48900.0, 53100.0, 54533.333333333336, 57766.666666666664, 57966.666666666664, 58566.666666666664, 61566.666666666664, 62300.0, 64966.666666666664, 65100.0, 64100.0, 66300.0, 66300.0]"
100,100,tournament,greedy_merge,inversion,0.5,0.5,0.05,30,3,250,66260.0,82200.0,9.433333333333334,17,8806.384047950669,4.03057757096369,"[[62, 22, 16, 2, 24, 3, 23, 29], [43, 19, 25, 26, 28, 27, 30, 5], [31, 4, 32, 11, 59, 54, 58, 55], [46, 48, 1, 0, 10, 9, 12, 13], [14, 61, 35, 63, 36, 34, 8, 42], [38, 49, 37, 51, 53, 44, 50, 60], [39, 45, 20, 56, 52, 57, 15, 40], [21, 7, 17, 41, 47, 6, 18, 33]]","[47860.0, 50683.333333333336, 54493.333333333336, 57196.666666666664, 59246.666666666664, 60680.0, 61960.0, 62576.666666666664, 63650.0, 64283.333333333336, 64773.333333333336, 65456.666666666664, 65973.33333333333, 66080.0, 66253.33333333333, 66260.0]"
10,50,tournament,table_preserve,inversion,0.8,0.8,0.05,3,3,250,66133.33333333333,72300.0,12.0,21,5623.956693368903,6.377042156569663,"[[27, 5, 48, 37, 16, 15, 4, 17], [8, 1, 44, 53, 49, 35, 0, 54], [9, 3, 34, 42, 2, 6, 41, 39], [51, 24, 12, 63, 31, 60, 32, 13], [30, 36, 26, 28, 45, 7, 22, 29], [23, 33, 58, 18, 25, 56, 57, 20], [10, 61, 62, 21, 59, 11, 50, 40], [14, 52, 46, 38, 43, 19, 47, 55]]","[42166.666666666664, 47433.333333333336, 50400.0, 56000.0, 60333.333333333336, 63466.666666666664, 63466.666666666664, 63133.333333333336, 64000.0, 64133.333333333336, 65133.333333333336, 66066.66666666667, 65600.0, 68533.33333333333, 66800.0, 66800.0, 66266.66666666667, 66266.66666666667, 66133.33333333333, 66133.33333333333]"
100,100,tournament,greedy_merge,inversion,0.7,0.8,0.0,30,3,250,66043.33333333333,72000.0,33.43333333333333,100,4114.258404891728,27.93048911534172,"[[13, 61, 15, 60, 10, 44, 25, 63], [28, 29, 32, 26, 5, 30, 38, 41], [17, 3, 2, 20, 22, 6, 49, 21], [33, 4, 1, 0, 57, 24, 23, 16], [27, 58, 37, 43, 8, 14, 48, 45], [51, 50, 53, 62, 12, 52, 34, 18], [47, 46, 59, 40, 42, 39, 7, 19], [56, 11, 35, 31, 55, 54, 9, 36]]","[47283.333333333336, 50096.666666666664, 52696.666666666664, 55273.333333333336, 55220.0, 57143.333333333336, 58810.0, 61696.666666666664, 61960.0, 63266.666666666664, 63380.0, 64016.666666666664, 63773.333333333336, 64073.333333333336, 64056.666666666664, 64430.0, 65433.333333333336, 65426.666666666664, 66600.0, 66673.33333333333, 66240.0, 65606.66666666667, 65986.66666666667, 65753.33333333333, 66406.66666666667, 66756.66666666667, 65983.33333333333, 66350.0, 66216.66666666667, 65833.33333333333, 66433.33333333333, 66146.66666666667, 65950.0, 66066.66666666667, 66453.33333333333, 66506.66666666667, 66346.66666666667, 66443.33333333333, 66220.0, 65790.0, 66040.0, 66476.66666666667, 66373.33333333333, 66686.66666666667, 66380.0, 65746.66666666667, 66033.33333333333, 65866.66666666667, 65870.0, 66123.33333333333, 66053.33333333333, 65606.66666666667, 65690.0, 65680.0, 66136.66666666667, 66316.66666666667, 66040.0, 66283.33333333333, 65966.66666666667, 66180.0, 66400.0, 66000.0, 65806.66666666667, 65633.33333333333, 65633.33333333333, 65493.333333333336, 65740.0, 65343.333333333336, 65116.666666666664, 65746.66666666667, 65960.0, 65976.66666666667, 65963.33333333333, 66140.0, 66343.33333333333, 66436.66666666667, 66170.0, 66040.0, 65940.0, 65713.33333333333, 65753.33333333333, 65603.33333333333, 65733.33333333333, 65793.33333333333, 66120.0, 65940.0, 65940.0, 65820.0, 66160.0, 65893.33333333333, 65906.66666666667, 65920.0, 65920.0, 65953.33333333333, 65833.33333333333, 66086.66666666667, 65946.66666666667, 65833.33333333333, 65753.33333333333, 66043.33333333333]"
100,100,tournament,greedy_merge,inversion,0.7,0.5,0.0,30,3,250,66000.0,81800.0,15.9,46,7630.639990634249,9.967781431525609,"[[41, 35, 62, 63, 52, 43, 34, 14], [29, 47, 53, 15, 28, 33, 58, 56], [12, 8, 45, 23, 13, 24, 48, 36], [44, 9, 17, 4, 21, 5, 26, 22], [38, 6, 3, 50, 7, 51, 40, 39], [55, 54, 42, 31, 30, 32, 60, 25], [10, 20, 11, 57, 61, 18, 16, 59], [19, 27, 2, 46, 0, 1, 37, 49]]","[46283.333333333336, 50286.666666666664, 52473.333333333336, 55066.666666666664, 57236.666666666664, 57946.666666666664, 59466.666666666664, 60553.333333333336, 60823.333333333336, 61860.0, 62030.0, 62476.666666666664, 63916.666666666664, 63780.0, 63906.666666666664, 64210.0, 64063.333333333336, 64623.333333333336, 64740.0, 64563.333333333336, 65143.333333333336, 65270.0, 65613.33333333333, 65496.666666666664, 65656.66666666667, 65500.0, 65353.333333333336, 65406.666666666664, 65630.0, 65763.33333333333, 65763.33333333333, 65450.0, 65616.66666666667, 65673.33333333333, 65673.33333333333, 65853.33333333333, 65800.0, 65766.66666666667, 65733.33333333333, 65733.33333333333, 65993.33333333333, 65960.0, 65960.0, 66000.0, 66000.0]"
100,100,tournament,greedy_merge,inversion,0.7,0.7,0.0,30,3,250,65886.66666666667,82700.0,18.866666666666667,42,7327.242925472642,10.404272626613016,"[[28, 29, 56, 47, 36, 54, 20, 52], [58, 12, 48, 55, 61, 60, 13, 57], [37, 0, 46, 18, 53, 43, 1, 49], [3, 33, 14, 8, 19, 4, 5, 22], [23, 24, 7, 6, 9, 59, 38, 21], [31, 10, 16, 17, 32, 40, 2, 11], [39, 42, 26, 15, 27, 25, 50, 51], [34, 63, 45, 35, 41, 30, 62, 44]]","[48236.666666666664, 50563.333333333336, 53770.0, 55220.0, 56346.666666666664, 58723.333333333336, 60363.333333333336, 61580.0, 62186.666666666664, 61626.666666666664, 61533.333333333336, 61873.333333333336, 63233.333333333336, 62603.333333333336, 63440.0, 62723.333333333336, 63256.666666666664, 63860.0, 63663.333333333336, 64450.0, 65213.333333333336, 65670.0, 65196.666666666664, 65773.33333333333, 66110.0, 65930.0, 65606.66666666667, 65560.0, 65396.666666666664, 65666.66666666667, 65946.66666666667, 65886.66666666667, 65880.0, 66066.66666666667, 66093.33333333333, 65953.33333333333, 65826.66666666667, 65913.33333333333, 65920.0, 65886.66666666667, 65886.66666666667]"
10,50,ranking,table_preserve,inversion,0.5,0.9,0.05,3,3,250,65866.66666666667,79200.0,27.0,36,9597.684906036224,8.286535263104035,"[[61, 0, 18, 17, 1, 15, 20, 19], [42, 38, 24, 31, 40, 41, 39, 23], [5, 13, 22, 54, 50, 51, 55, 45], [62, 36, 63, 34, 7, 12, 35, 10], [21, 46, 32, 56, 33, 57, 6, 8], [43, 59, 58, 28, 48, 29, 14, 27], [16, 49, 9, 37, 52, 11, 2, 3], [60, 25, 47, 26, 44, 4, 30, 53]]","[40533.333333333336, 43866.666666666664, 48200.0, 48066.666666666664, 51300.0, 53633.333333333336, 56133.333333333336, 55566.666666666664, 56433.333333333336, 54433.333333333336, 52733.333333333336, 58333.333333333336, 59466.666666666664, 61600.0, 63266.666666666664, 62533.333333333336, 63933.333333333336, 64800.0, 65666.66666666667, 65666.66666666667, 63200.0, 64066.666666666664, 61666.666666666664, 64466.666666666664, 64266.666666666664, 62600.0, 61533.333333333336, 61800.0, 62333.333333333336, 62400.0, 63133.333333333336, 63266.666666666664, 63333.333333333336, 65866.66666666667, 65866.66666666667]"
10,50,ranking,table_preserve,inversion,0.6,0.8,0.0,3,3,250,65666.66666666667,75000.0,15.333333333333334,20,9636.504668302829,5.90668171555645,"[[15, 5, 26, 4, 18, 19, 25, 41], [39, 37, 0, 1, 48, 38, 51, 50], [28, 12, 60, 46, 29, 61, 13, 54], [9, 27, 35, 22, 16, 34, 32, 47], [2, 31, 36, 3, 49, 45, 63, 62], [20, 11, 17, 23, 8, 30, 24, 44], [7, 14, 55, 52, 21, 40, 42, 6], [33, 57, 58, 10, 43, 59, 53, 56]]","[37333.333333333336, 40866.666666666664, 45000.0, 51866.666666666664, 56266.666666666664, 56400.0, 54400.0, 56800.0, 56933.333333333336, 58333.333333333336, 59800.0, 60600.0, 60000.0, 60866.666666666664, 61200.0, 61933.333333333336, 63200.0, 65666.66666666667, 65666.66666666667]"
10,50,ranking,table_preserve,inversion,0.8,0.7,0.0,3,3,250,65566.66666666667,68200.0,20.33333333333333,36,1897.952112731568,11.440668201153676,"[[0, 9, 60, 1, 61, 17, 47, 21], [2, 13, 22, 55, 52, 63, 3, 12], [35, 59, 6, 8, 34, 28, 38, 29], [43, 20, 18, 42, 50, 41, 26, 37], [11, 31, 53, 30, 32, 4, 54, 51], [7, 57, 10, 16, 56, 49, 27, 25], [23, 46, 14, 24, 58, 39, 5, 15], [62, 48, 19, 44, 40, 33, 36, 45]]","[34233.333333333336, 42900.0, 47933.333333333336, 51033.333333333336, 55733.333333333336, 56933.333333333336, 58400.0, 61200.0, 60066.666666666664, 60600.0, 61733.333333333336, 60266.666666666664, 62200.0, 61200.0, 61600.0, 62533.333333333336, 64600.0, 61266.666666666664, 62866.666666666664, 62000.0, 62666.666666666664, 63133.333333333336, 63133.333333333336, 63400.0, 63466.666666666664, 64600.0, 64600.0, 65000.0, 64666.666666666664, 65533.333333333336, 65533.333333333336, 64266.666666666664, 66866.66666666667, 65566.66666666667, 65566.66666666667]"
10,50,boltzmann,partially,inversion,0.9,0.9,0.0,3,3,250,65533.333333333336,74800.0,11.333333333333334,14,8535.937102756921,2.494438257849294,"[[19, 61, 22, 25, 31, 10, 33, 11], [4, 20, 15, 58, 18, 5, 17, 26], [56, 51, 48, 24, 45, 60, 50, 43], [2, 12, 36, 3, 7, 6, 63, 13], [49, 59, 35, 32, 9, 41, 53, 57], [42, 29, 40, 55, 14, 21, 54, 39], [1, 16, 27, 44, 30, 8, 0, 52], [62, 47, 34, 37, 23, 28, 38, 46]]","[43266.666666666664, 50133.333333333336, 52400.0, 55466.666666666664, 57066.666666666664, 58200.0, 58933.333333333336, 60400.0, 60400.0, 63933.333333333336, 64000.0, 65533.333333333336, 65533.333333333336]"
100,100,tournament,greedy_merge,inversion,0.7,0.9,0.0,30,3,250,65473.333333333336,75300.0,45.03333333333333,100,4659.537411470036,29.682186951473472,"[[52, 49, 42, 54, 58, 60, 32, 31], [47, 22, 50, 51, 5, 44, 33, 35], [18, 34, 10, 43, 59, 37, 14, 55], [38, 53, 2, 3, 6, 8, 0, 1], [46, 62, 24, 15, 36, 23, 61, 9], [12, 40, 26, 48, 7, 41, 4, 39], [25, 27, 21, 29, 28, 30, 17, 63], [20, 19, 13, 56, 45, 11, 57, 16]]","[48766.666666666664, 50753.333333333336, 52793.333333333336, 56243.333333333336, 56186.666666666664, 57616.666666666664, 58266.666666666664, 59006.666666666664, 59680.0, 61483.333333333336, 60653.333333333336, 60576.666666666664, 60863.333333333336, 62356.666666666664, 62853.333333333336, 63653.333333333336, 63116.666666666664, 62826.666666666664, 63243.333333333336, 63620.0, 63920.0, 63396.666666666664, 63876.666666666664, 64210.0, 64523.333333333336, 64230.0, 65000.0, 64406.666666666664, 64586.666666666664, 64876.666666666664, 64363.333333333336, 64773.333333333336, 64913.333333333336, 65860.0, 65546.66666666667, 65823.33333333333, 66210.0, 65386.666666666664, 65426.666666666664, 64880.0, 65443.333333333336, 65176.666666666664, 65143.333333333336, 64236.666666666664, 64580.0, 65633.33333333333, 66073.33333333333, 66040.0, 65686.66666666667, 65183.333333333336, 65313.333333333336, 65836.66666666667, 65153.333333333336, 65256.666666666664, 65526.666666666664, 65820.0, 65600.0, 65123.333333333336, 66080.0, 65806.66666666667, 66400.0, 65870.0, 64846.666666666664, 64463.333333333336, 64673.333333333336, 64953.333333333336, 64986.666666666664, 64583.333333333336, 65250.0, 65203.333333333336, 65013.333333333336, 65040.0, 65080.0, 65646.66666666667, 65826.66666666667, 65690.0, 65680.0, 65700.0, 65400.0, 65563.33333333333, 65510.0, 65873.33333333333, 65573.33333333333, 65226.666666666664, 65606.66666666667, 65610.0, 65346.666666666664, 65903.33333333333, 65720.0, 65380.0, 65243.333333333336, 65243.333333333336, 65366.666666666664, 65623.33333333333, 65353.333333333336, 65286.666666666664, 65330.0, 65446.666666666664, 65486.666666666664, 65473.333333333336]"
10,50,boltzmann,partially,inversion,0.5,0.9,0.0,3,3,250,65400.0,68200.0,12.666666666666666,16,2566.450207322688,2.357022603955158,"[[29, 32, 24, 56, 23, 28, 11, 22], [0, 21, 48, 1, 10, 12, 5, 20], [36, 51, 50, 33, 41, 43, 55, 54], [62, 26, 60, 61, 7, 4, 53, 45], [16, 3, 27, 17, 6, 15, 8, 9], [35, 46, 14, 38, 47, 2, 19, 37], [13, 42, 34, 39, 49, 57, 40, 52], [25, 59, 18, 63, 31, 44, 30, 58]]","[44033.333333333336, 45566.666666666664, 49933.333333333336, 52000.0, 53866.666666666664, 55000.0, 55733.333333333336, 57133.333333333336, 63066.666666666664, 63733.333333333336, 63733.333333333336, 63800.0, 65333.333333333336, 65333.333333333336, 65400.0]"
10,50,tournament,table_preserve,inversion,0.6,0.9,0.0,3,3,250,65133.333333333336,73200.0,15.0,22,6784.95066714236,5.715476066494082,"[[24, 1, 0, 5, 43, 33, 23, 49], [26, 25, 28, 50, 29, 21, 13, 12], [55, 54, 61, 32, 60, 62, 45, 14], [4, 6, 30, 3, 15, 63, 27, 16], [41, 58, 40, 2, 36, 10, 11, 31], [35, 47, 17, 46, 19, 48, 20, 44], [53, 34, 57, 56, 37, 42, 7, 9], [51, 18, 8, 22, 39, 38, 52, 59]]","[40066.666666666664, 45266.666666666664, 48600.0, 51733.333333333336, 57000.0, 57800.0, 60800.0, 61266.666666666664, 61800.0, 61800.0, 62800.0, 64400.0, 61466.666666666664, 61466.666666666664, 62066.666666666664, 63400.0, 62866.666666666664, 64600.0, 64800.0, 65133.333333333336, 65133.333333333336]"
100,100,tournament,greedy_merge,inversion,0.6,0.5,0.05,30,3,250,65083.333333333336,77200.0,8.633333333333333,21,6375.00762526777,3.9705862987165457,"[[22, 43, 11, 10, 31, 19, 47, 46], [5, 36, 16, 25, 41, 42, 59, 17], [7, 56, 26, 6, 2, 57, 3, 37], [34, 21, 63, 48, 35, 12, 61, 38], [33, 51, 45, 27, 18, 50, 60, 20], [4, 44, 55, 9, 53, 24, 23, 54], [40, 30, 52, 15, 13, 14, 58, 39], [8, 1, 62, 28, 29, 0, 32, 49]]","[47770.0, 51270.0, 53886.666666666664, 56543.333333333336, 58970.0, 61143.333333333336, 62413.333333333336, 63366.666666666664, 63943.333333333336, 64343.333333333336, 64500.0, 64716.666666666664, 64823.333333333336, 64876.666666666664, 64903.333333333336, 64983.333333333336, 64990.0, 65003.333333333336, 65083.333333333336, 65083.333333333336]"
100,100,tournament,greedy_merge,inversion,0.7,0.5,0.05,30,3,250,65020.0,83100.0,8.2,24,9375.44310063974,5.331666406168589,"[[49, 14, 56, 57, 42, 45, 58, 34], [9, 3, 21, 17, 61, 52, 22, 2], [10, 29, 13, 11, 12, 28, 38, 32], [39, 36, 41, 30, 48, 33, 55, 23], [59, 44, 31, 24, 54, 15, 60, 62], [27, 40, 19, 18, 5, 16, 4, 20], [25, 26, 0, 63, 53, 37, 1, 8], [43, 51, 7, 6, 50, 46, 47, 35]]","[48506.666666666664, 52040.0, 55153.333333333336, 57430.0, 60373.333333333336, 61350.0, 61996.666666666664, 62406.666666666664, 63043.333333333336, 63396.666666666664, 63563.333333333336, 63710.0, 63816.666666666664, 64040.0, 64166.666666666664, 64310.0, 64450.0, 64553.333333333336, 64660.0, 64726.666666666664, 64990.0, 65020.0, 65020.0]"
10,50,ranking,table_preserve,inversion,0.7,0.7,0.0,3,3,250,64966.66666666666,76500.0,13.666666666666666,20,8196.069518711733,4.921607686744467,"[[16, 20, 26, 8, 27, 15, 17, 5], [13, 63, 57, 0, 53, 1, 34, 49], [22, 9, 43, 55, 7, 37, 6, 48], [2, 14, 12, 3, 61, 59, 58, 42], [4, 38, 28, 25, 29, 21, 54, 30], [46, 33, 36, 35, 60, 39, 47, 44], [31, 10, 19, 24, 45, 40, 52, 23], [62, 18, 50, 41, 51, 56, 11, 32]]","[37433.333333333336, 42133.333333333336, 46166.666666666664, 47033.333333333336, 49833.333333333336, 55433.333333333336, 59033.333333333336, 60433.333333333336, 60033.333333333336, 59633.333333333336, 61100.0, 61100.0, 63966.666666666664, 63433.333333333336, 63100.0, 63900.0, 64233.333333333336, 64966.666666666664, 64966.666666666664]"
10,50,ranking,table_preserve,inversion,0.7,0.6,0.0,3,3,250,64900.0,78400.0,13.666666666666666,22,9825.477087653302,5.90668171555645,"[[11, 48, 0, 10, 1, 12, 58, 14], [9, 19, 5, 25, 18, 2, 3, 20], [6, 37, 61, 7, 59, 43, 49, 62], [40, 32, 29, 39, 51, 28, 53, 41], [44, 54, 55, 24, 17, 27, 45, 21], [56, 63, 8, 30, 34, 4, 60, 35], [52, 26, 57, 47, 13, 36, 46, 23], [16, 42, 38, 22, 33, 15, 31, 50]]","[36233.333333333336, 41633.333333333336, 41166.666666666664, 47366.666666666664, 48500.0, 55300.0, 59300.0, 59500.0, 59500.0, 60500.0, 61166.666666666664, 60500.0, 61300.0, 61700.0, 61700.0, 60900.0, 61900.0, 61500.0, 63500.0, 64900.0, 64900.0]"
10,50,boltzmann,table_preserve,inversion,0.7,0.8,0.0,3,3,250,64866.66666666666,69800.0,9.666666666666666,14,5622.178304615471,3.0912061651652345,"[[0, 57, 40, 3, 1, 8, 24, 2], [5, 61, 63, 46, 58, 60, 62, 15], [37, 26, 16, 14, 4, 25, 17, 59], [20, 13, 12, 23, 47, 29, 18, 19], [48, 36, 10, 42, 39, 32, 28, 41], [55, 34, 52, 56, 21, 27, 35, 43], [38, 9, 22, 54, 11, 44, 49, 6], [51, 31, 7, 45, 30, 33, 53, 50]]","[40100.0, 43366.666666666664, 50266.666666666664, 50666.666666666664, 53933.333333333336, 58666.666666666664, 58666.666666666664, 61000.0, 61133.333333333336, 63466.666666666664, 63466.666666666664, 64866.666666666664, 64866.666666666664]"
100,100,tournament,greedy_merge,inversion,0.5,0.5,0.0,30,3,250,64693.333333333336,82800.0,12.133333333333333,28,10022.306232710223,7.182076456166574,"[[36, 1, 8, 7, 0, 6, 55, 45], [2, 10, 33, 49, 54, 29, 57, 28], [22, 26, 15, 24, 5, 19, 18, 23], [27, 61, 60, 58, 31, 32, 62, 44], [37, 56, 16, 63, 43, 35, 21, 38], [52, 46, 50, 20, 39, 40, 42, 41], [11, 51, 3, 59, 4, 17, 25, 9], [53, 30, 34, 13, 48, 47, 14, 12]]","[46916.666666666664, 49420.0, 52360.0, 54260.0, 55303.333333333336, 57166.666666666664, 58053.333333333336, 59056.666666666664, 60296.666666666664, 60856.666666666664, 61426.666666666664, 61750.0, 62220.0, 62756.666666666664, 63430.0, 64103.333333333336, 64203.333333333336, 64600.0, 64320.0, 64186.666666666664, 64253.333333333336, 64346.666666666664, 64380.0, 64706.666666666664, 64706.666666666664, 64693.333333333336, 64693.333333333336]"
10,50,boltzmann,greedy_merge,inversion,0.8,0.7,0.05,3,3,250,64666.66666666666,70200.0,9.666666666666666,13,5367.391255432091,3.39934634239519,"[[40, 28, 59, 30, 29, 42, 38, 39], [2, 8, 32, 6, 47, 49, 26, 7], [54, 63, 50, 51, 22, 11, 55, 43], [45, 5, 31, 53, 13, 34, 35, 46], [9, 23, 16, 18, 12, 58, 4, 57], [27, 17, 36, 37, 0, 15, 21, 1], [60, 56, 61, 25, 24, 10, 20, 62], [41, 14, 48, 52, 3, 33, 19, 44]]","[44600.0, 52200.0, 53800.0, 53933.333333333336, 57800.0, 58000.0, 62000.0, 62800.0, 64400.0, 64600.0, 64600.0, 64666.666666666664]"
