pop_size,generations,selection,crossover,mutation,cx_rate,mut_rate,elitism_percent,runs,early_stop_gens,delta,avg_fitness,max_fitness,std_fitness,avg_generations,max_generations,std_generations,convergence_rate,avg_mutation_success_rate,avg_crossover_success_rate,avg_population_diversity,avg_fitness_progress,best_solution
50,50,tournament,group_based,swap,0.7,0.7,0.0,30,3,500,45403.33,52200.0,3079.12,43.67,50,13.55,0.9333,0.4298,0.1093,7415.6061,"[42670.0, 43343.333333333336, 43663.333333333336, 44376.666666666664, 44120.0, 44600.0, 43540.0, 43860.0, 44660.0, 44016.666666666664, 45540.0, 44756.666666666664, 44403.333333333336, 44960.0, 45370.0, 44843.333333333336, 45213.333333333336, 44440.0, 44780.0, 47186.666666666664, 44883.333333333336, 43806.666666666664, 44956.666666666664, 43710.0, 44496.666666666664, 44090.0, 44866.666666666664, 44090.0, 43280.0, 44403.333333333336, 43810.0, 44166.666666666664, 44146.666666666664, 44430.0, 44113.333333333336, 42593.333333333336, 43743.333333333336, 43853.333333333336, 45196.666666666664, 43850.0, 44980.0, 44823.333333333336, 45400.0, 43636.666666666664, 43793.333333333336, 45493.333333333336, 43813.333333333336, 45393.333333333336, 44993.333333333336, 45403.333333333336]","[[31, 39, 58, 23, 24, 4, 32, 42], [36, 20, 49, 41, 50, 19, 51, 18], [17, 6, 40, 43, 55, 26, 16, 44], [47, 9, 15, 25, 48, 60, 29, 21], [63, 57, 38, 37, 33, 45, 13, 30], [14, 8, 59, 11, 52, 53, 61, 10], [35, 2, 12, 56, 0, 1, 7, 34], [3, 62, 54, 28, 22, 27, 5, 46]]"
50,50,tournament,group_based,swap,0.7,0.7,0.05,30,3,500,48753.33,57500.0,4368.88,5.07,10,1.48,0.1333,0.4231,0.0995,8419.5045,"[46160.0, 46716.666666666664, 47353.333333333336, 48543.333333333336, 48543.333333333336, 48696.666666666664, 48753.333333333336, 48753.333333333336, 48753.333333333336]","[[35, 29, 54, 37, 25, 49, 43, 52], [24, 47, 23, 9, 4, 22, 61, 36], [60, 34, 17, 57, 55, 32, 15, 44], [11, 50, 18, 63, 62, 51, 53, 42], [7, 30, 2, 38, 26, 41, 31, 40], [28, 33, 58, 27, 10, 19, 20, 56], [39, 5, 59, 45, 46, 16, 48, 21], [1, 14, 3, 13, 6, 12, 0, 8]]"
50,50,tournament,group_based,swap,0.7,0.7,0.1,30,3,500,51360.0,63600.0,4879.04,6.03,10,1.7,0.0333,0.4224,0.0694,9348.5342,"[45376.666666666664, 47696.666666666664, 48576.666666666664, 50043.333333333336, 50283.333333333336, 51056.666666666664, 51360.0, 51360.0, 51360.0]","[[41, 40, 2, 36, 16, 46, 12, 54], [23, 11, 63, 62, 22, 60, 39, 21], [53, 14, 51, 13, 19, 47, 43, 38], [31, 27, 26, 5, 49, 52, 50, 3], [30, 18, 48, 9, 44, 24, 6, 32], [17, 8, 59, 4, 25, 58, 45, 57], [34, 33, 28, 61, 29, 10, 35, 42], [56, 0, 7, 15, 20, 1, 55, 37]]"
50,50,tournament,group_based,swap,0.7,0.7,0.25,30,3,500,49766.67,57600.0,3554.28,5.8,10,1.64,0.0667,0.4102,0.0606,9272.3537,"[45073.333333333336, 46143.333333333336, 47376.666666666664, 48836.666666666664, 49636.666666666664, 49636.666666666664, 49766.666666666664, 49766.666666666664, 49766.666666666664]","[[7, 26, 62, 50, 56, 55, 57, 6], [15, 17, 61, 19, 60, 13, 58, 4], [49, 37, 51, 21, 3, 0, 1, 39], [41, 31, 28, 8, 42, 63, 54, 23], [32, 10, 22, 9, 34, 20, 53, 11], [14, 24, 16, 12, 45, 59, 43, 44], [47, 30, 38, 40, 25, 48, 46, 27], [52, 5, 35, 2, 36, 33, 18, 29]]"
50,50,tournament,group_based,swap,0.7,0.8,0.0,30,3,500,44396.67,60100.0,5534.11,46.23,50,9.11,0.2,0.4311,0.1117,7379.6418,"[43756.666666666664, 43973.333333333336, 44166.666666666664, 44573.333333333336, 44406.666666666664, 44306.666666666664, 44613.333333333336, 45223.333333333336, 45563.333333333336, 45060.0, 44156.666666666664, 44696.666666666664, 42946.666666666664, 42946.666666666664, 43723.333333333336, 43756.666666666664, 44233.333333333336, 43833.333333333336, 43243.333333333336, 44390.0, 43926.666666666664, 45263.333333333336, 45650.0, 45323.333333333336, 45260.0, 44580.0, 43780.0, 43670.0, 44063.333333333336, 44003.333333333336, 43556.666666666664, 45056.666666666664, 45930.0, 45053.333333333336, 44700.0, 44433.333333333336, 43476.666666666664, 44520.0, 44316.666666666664, 44953.333333333336, 43873.333333333336, 45216.666666666664, 44426.666666666664, 44406.666666666664, 45753.333333333336, 45663.333333333336, 45333.333333333336, 45583.333333333336, 45883.333333333336, 44396.666666666664]","[[20, 53, 38, 5, 31, 28, 16, 43], [13, 48, 27, 11, 36, 12, 14, 8], [2, 56, 1, 46, 3, 0, 63, 45], [49, 60, 23, 29, 39, 4, 52, 26], [6, 32, 18, 41, 10, 22, 57, 50], [47, 51, 37, 17, 61, 59, 25, 62], [9, 42, 34, 7, 30, 33, 58, 40], [35, 24, 54, 55, 21, 19, 44, 15]]"
50,50,tournament,group_based,swap,0.7,0.8,0.05,30,3,500,50673.33,60500.0,3853.39,5.43,8,1.41,0.0333,0.4298,0.0972,8488.1878,"[46856.666666666664, 48193.333333333336, 48860.0, 50400.0, 50673.333333333336, 50673.333333333336, 50673.333333333336]","[[39, 41, 4, 3, 1, 40, 0, 18], [23, 53, 26, 24, 14, 15, 52, 33], [13, 43, 22, 2, 12, 57, 63, 42], [11, 9, 61, 8, 58, 7, 27, 6], [49, 19, 37, 5, 10, 60, 20, 21], [16, 51, 62, 28, 47, 48, 44, 30], [56, 59, 31, 50, 35, 34, 29, 45], [36, 46, 55, 25, 32, 54, 38, 17]]"
50,50,tournament,group_based,swap,0.7,0.8,0.1,30,3,500,51126.67,61400.0,4396.89,6.9,15,2.3,0.0667,0.4168,0.0796,9092.5265,"[43450.0, 45660.0, 47150.0, 48660.0, 50423.333333333336, 50476.666666666664, 50860.0, 50860.0, 50860.0, 51033.333333333336, 51033.333333333336, 51126.666666666664, 51126.666666666664, 51126.666666666664]","[[57, 48, 9, 62, 60, 20, 7, 6], [39, 53, 45, 15, 4, 17, 38, 27], [35, 32, 29, 28, 40, 34, 16, 42], [56, 41, 58, 12, 5, 13, 31, 43], [59, 10, 2, 0, 37, 22, 47, 1], [44, 54, 3, 52, 51, 50, 8, 23], [11, 14, 25, 63, 26, 46, 21, 61], [18, 19, 55, 30, 49, 36, 33, 24]]"
50,50,tournament,group_based,swap,0.7,0.8,0.25,30,3,500,48056.67,61600.0,4472.34,4.9,7,0.94,0.0667,0.4136,0.0687,8777.0471,"[43863.333333333336, 46230.0, 47936.666666666664, 48050.0, 48056.666666666664, 48056.666666666664]","[[10, 37, 23, 20, 11, 59, 58, 43], [54, 45, 52, 16, 21, 55, 62, 0], [14, 2, 39, 47, 41, 3, 1, 60], [40, 38, 35, 50, 56, 57, 26, 30], [25, 17, 53, 13, 5, 12, 18, 42], [46, 34, 24, 4, 9, 19, 31, 63], [48, 28, 7, 44, 61, 29, 33, 8], [6, 36, 22, 49, 51, 15, 27, 32]]"
50,50,tournament,group_based,swap,0.7,0.9,0.0,30,3,500,42906.67,52600.0,4060.78,48.57,50,7.72,1.0,0.4317,0.116,7305.9122,"[45323.333333333336, 42713.333333333336, 43593.333333333336, 44630.0, 43653.333333333336, 44573.333333333336, 42986.666666666664, 44033.333333333336, 43880.0, 45296.666666666664, 43693.333333333336, 43826.666666666664, 44690.0, 45223.333333333336, 45086.666666666664, 45746.666666666664, 42843.333333333336, 44376.666666666664, 43506.666666666664, 44663.333333333336, 43883.333333333336, 44426.666666666664, 44596.666666666664, 43960.0, 43856.666666666664, 43520.0, 44050.0, 43923.333333333336, 43453.333333333336, 43780.0, 44060.0, 44656.666666666664, 44966.666666666664, 44076.666666666664, 43643.333333333336, 44150.0, 43940.0, 43923.333333333336, 43733.333333333336, 43870.0, 43650.0, 44423.333333333336, 43953.333333333336, 44536.666666666664, 44790.0, 44733.333333333336, 43456.666666666664, 43573.333333333336, 43543.333333333336, 42906.666666666664]","[[45, 55, 26, 54, 28, 15, 7, 63], [2, 57, 50, 49, 39, 21, 17, 6], [31, 27, 8, 4, 24, 53, 58, 9], [0, 33, 30, 23, 56, 25, 52, 1], [10, 59, 22, 14, 11, 34, 42, 62], [35, 5, 46, 40, 47, 41, 20, 3], [36, 29, 43, 38, 48, 18, 44, 16], [12, 51, 61, 32, 60, 13, 37, 19]]"
50,50,tournament,group_based,swap,0.7,0.9,0.05,30,3,500,49676.67,60600.0,3494.92,5.93,10,1.84,0.0333,0.4238,0.1095,8363.7994,"[44926.666666666664, 46700.0, 47866.666666666664, 48563.333333333336, 48856.666666666664, 49356.666666666664, 49676.666666666664, 49676.666666666664, 49676.666666666664]","[[4, 39, 17, 48, 47, 62, 58, 19], [21, 37, 35, 34, 52, 6, 26, 32], [12, 41, 25, 59, 31, 56, 42, 54], [53, 0, 14, 18, 1, 2, 36, 3], [10, 29, 57, 11, 60, 28, 43, 16], [63, 24, 9, 15, 46, 49, 61, 22], [55, 8, 20, 38, 27, 13, 45, 7], [33, 51, 5, 30, 40, 44, 23, 50]]"
